Legales	Psicológicas	Sociales	Expediente	N° de expediente	Digital	Presencial	Aviso	Interna	Externa	Atención a mujer víctima	Atención a familiares	Edad	Procedencia	Discapacidad	Orientación sexual	Etnia	Nacionalidad	Embarazo	Nivel académico	Violencia LCVIF	Violencia Delitos	Discriminación	Acciones positivas	Grupo de Autoayuda	Modalidad de violencia	Física	Psicológica y emocional	Económica	Patrimonial	Sexual	Simbólica	Feminicida	Intervención Inicial	Primeros auxilios psicológicos	Evaluación del Riesgo legal	Toma de denuncia legal	Solicitud de medidas	Solicitud de repación del daño	Hijos e hijas	Persona adulta mayor	Usuaria	VIF derivados a FGR	Otras derivación Realizada	Gestión de  Red de apoyo	Gestión de albergue o casas de acogida	Acompañamiento administrativo	Acompañamiento judicial	Representación Legal	Preparación de prueba	audiencia etapa judicial	audiencia etapa administrativa	Recursos	Monto efectivo en concepto de reparación	Monto efectivo en concepto de cuota alimenticia	Judicialización de certificación a FGR	Informes	Reportes	Monitoreo de Medidas legal	Presenciales	Virtuales	Otras diligencias	Intervención Inicial.1	Atención en Crisis	Primeros auxilios psicológicos.1	Evaluación de Riesgo psico	Plan de seguridad psico	Toma de denuncia psico	Solicitud de medidas.1	Solicitud de repación del daño.1	Hijos e hijas.1	Persona adulta mayor.1	Usuaria.1	Derivación Realizada	Gestión de Red de apoyo	Gestión de  albergue o casa de acogida	Acompañamiento administrativo.1	Acompañamiento judicial.1	Presenciales.1	Virtuales.1	Evaluación de Ingreso a GAA	Informe Psicológico	Reporte Psicológico	Monitoreo de Medidas psico	Evaluación de Egreso de GAA	Presencial.1	Virtual	Otras diligencias.1	Intervención Inicial.2	Primeros auxilios psicológicos.2	Evaluación del riesgo social	Plan de Seguridad social	Toma de Denuncia social	Solicitud de medidas.2	Solicitud de repación del daño.2	Hijos e hijas.2	Persona adulta mayor.2	Usuaria.2	Derivación Realizada.1	Gestión de Redes de Apoyo	Gestión de albergue o casas de acogida.1	Acompañamiento administrativo.2	Acompañamiento judicial.2	Investigaciones	Entrevistas realizadas	Visitas realizadas	Evaluación de Ingreso a GAA.1	Informes de Trabajo Social	Reporte de Trabajo Social	Monitoreo de medidas social	Evaluación de Egreso de GAA.1	Presencial.2	Virtuales.2	Otras diligencias.2	Sexo	Edad.1	Adminsitrativo	Judicial	Expedientes finalizados	mes	pad
			Seguimiento a expedientes activos	81-UIAEM-3-25	1.0							31.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Bachillerato				1.0		Familiar	False	True	False	False	False	False	False														1.0					1.0								1.0		3.0																																																					Hombre	12.0	Favorable		False	abril	ahuachapan
			Seguimiento a expedientes activos	102-UIAEM-3-25	1.0							28.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Secundaria	1.0					Familiar	False	True	True	True	False	False	False																										1.0		1.0	2.0																																																					Hombre	12.0			False	abril	ahuachapan
			Seguimiento a expedientes activos	102-UIAEM-3-25	1.0							28.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Secundaria	1.0					Familiar	False	True	True	True	False	False	False																										1.0		1.0	2.0																																																									False	abril	ahuachapan
			Seguimiento a expedientes activos	71-UIAEM-3-25	1.0							29.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Bachillerato	1.0					Familiar	False	True	True	True	False	False	False																										1.0		1.0	2.0																																																									False	abril	ahuachapan
			Seguimiento a expedientes activos	71-UIAEM-3-25	1.0							29.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Bachillerato	1.0					Familiar	False	True	True	True	False	False	False																										1.0		1.0	2.0																																																									False	abril	ahuachapan
			Seguimiento a expedientes activos	173-UIAEM-3-24		1.0						43.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Primaria						Familiar	True	True	True	False	False	False	True																																																																																						True	abril	ahuachapan
			Seguimiento a expedientes activos	176-UIAEM-3-24		1.0						33.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Primaria		1.0				Familiar	False	True	False	False	False	False	False																																																																																						True	abril	ahuachapan
			Seguimiento a expedientes activos	179-UIAEM-3-24		1.0						25.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Bachillerato	1.0					Familiar	False	True	False	False	False	False	False																																																																																						False	abril	ahuachapan
			Seguimiento a expedientes activos	192-UIAEM-3-24		1.0						45.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Bachillerato				1.0		Familiar	False	True	False	False	False	False	False																																																																																						True	abril	ahuachapan
			Seguimiento a expedientes activos	200-UIAEM-3-24		1.0						33.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Ninguna				1.0		Familiar	False	True	True	True	False	False	True																																																																																						True	abril	ahuachapan
			Seguimiento a expedientes activos	209-UIAEM-3-24		1.0						51.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Primaria				1.0		Familiar	False	True	False	False	False	False	False																																																																																						True	abril	ahuachapan
			Seguimiento a expedientes activos	190-UIAEM-32-24		1.0						21.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Bachillerato	1.0					Familiar	False	True	True	True	False	False	False																																																																																						True	abril	ahuachapan
			Seguimiento a expedientes activos	201-uiaem3-24	1.0							43.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Primaria		1.0				Familiar	False	False	False	False	False	False	True																												1.0	1.0																																																									False	abril	ahuachapan
1.0			No se genera expediente	82-uiaem3-26	1.0							33.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Bachillerato						Familiar	False	False	True	False	False	False	False																																																																																						False	abril	ahuachapan
1.0			No se genera expediente	83-uiaem3-26		1.0						32.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Primaria	1.0					Familiar	False	True	True	False	False	False	False																																																																																						False	abril	ahuachapan
1.0			No se genera expediente	84-uiaem3-26		1.0						79.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Ninguna				1.0		Familiar	False	True	False	True	False	False	False																																																																																						False	abril	ahuachapan
1.0			No se genera expediente	85-uiaem3-26		1.0						28.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Bachillerato	1.0					Familiar	False	True	True	True	False	False	False																																																																																						False	abril	ahuachapan
1.0			No se genera expediente			1.0						27.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Secundaria	1.0					Familiar	False	True	True	False	False	False	False																																																																																						False	abril	ahuachapan
1.0			No se genera expediente			1.0						28.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Primaria		1.0				Comunitaria	False	True	False	True	False	False	False																																																																																						False	abril	ahuachapan
	1.0		No se genera expediente	86-uiaem3-26		1.0						21.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Bachillerato	1.0					Comunitaria	False	True	False	False	False	False	False																																																																																						False	abril	ahuachapan
	1.0		No se genera expediente	87-uiaem3-26		1.0						30.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Bachillerato	1.0					Familiar	False	True	False	False	False	False	False																																																																																						False	abril	ahuachapan
	1.0		No se genera expediente	88-uiaem3-26		1.0						42.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Bachillerato	1.0					Familiar	False	True	False	True	False	False	False																																																																																						False	abril	ahuachapan
			Seguimiento a expedientes activos	89-uiaem3-26		1.0						31.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Bachillerato	1.0					Familiar	False	True	True	False	False	False	False																																																						1.0																																False	abril	ahuachapan
			Seguimiento a expedientes activos	90-uiaem3-26		1.0						41.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Bachillerato	1.0					Familiar	False	True	False	True	False	False	False																																																						1.0																																False	abril	ahuachapan
			Seguimiento a expedientes activos	91-uiaem3-26		1.0						26.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Secundaria	1.0					Familiar	False	True	False	False	False	False	False																																																						1.0																																False	abril	ahuachapan
			Seguimiento a expedientes activos			1.0						38.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Universitaria		1.0				Laboral	False	True	False	False	False	False	False																																																		1.0																																				False	abril	ahuachapan
			Seguimiento a expedientes activos	77-uiaem3-26		1.0						29.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Bachillerato	1.0					Familiar	True	True	False	False	False	False	False																																																		1.0																																				False	abril	ahuachapan
			Seguimiento a expedientes activos	70-uiaem3-26		1.0						25.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Bachillerato				1.0		Familiar	False	True	False	False	False	False	False																																																																																						True	abril	ahuachapan
			Seguimiento a expedientes activos	83-uiaem3-25		1.0						33.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña	False	Primaria	1.0					Familiar	False	True	True	True	False	False	False																																																																																						True	abril	ahuachapan
			Nuevo	01-UIAEM-11-2025		1.0						41.0	Urbana	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria	1.0					Familiar	True	True		True			False					Protección										1.0			1.0									1.0			1.0	1.0		1.0		1.0	Protección								1.0		1.0					1.0																															Mujer	41.0		Favorable		enero	cabañas
			Nuevo	02-UIAEM-11-2025		1.0		1.0				24.0	Rural	Ninguna	HETEROSEXUAL	No se identifica	Salvadoreña		Secundaria	1.0					Familiar	True	True	True	True			False	1.0		1.0	1.0	Protección	Pecuniaria										1.0	1.0	1.0			$600.00						1.0																																																							Mujer	24.0		Favorable		enero	cabañas
			Nuevo	03-UIAEM-11-2025		1.0						33.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True		True			False																1.0	1.0	1.0			$150.00						1.0			1.0	1.0		1.0		1.0	Protección	No pecuniaria							1.0																																											enero	cabañas
			Nuevo	04-UIAEM-11-2025		1.0			1.0			44.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True					False																														1.0	1.0		1.0													1.0					1.0			1.0																																	enero	cabañas
			Nuevo	05-UIAEM-11-2025		1.0			1.0			30.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True	True	True			False	1.0		1.0	1.0	Protección											1.0					$100.00							1.0																																																						Mujer	34.0		Favorable		enero	cabañas
			Seguimiento a expedientes activos	59-UIAEM-11-2024	1.0							32.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato				1.0		Familiar	True	True	True	True			False																																																							1.0																															True	enero	cabañas
			Seguimiento a expedientes activos	76-UIAEM-11-2023		1.0						58.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria					1.0	Familiar		True	True	True			False																																														1.0						1.0	1.0																																	True	enero	cabañas
			Seguimiento a expedientes activos	31-UIAEM-11-2023		1.0						35.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0				1.0	Familiar		True	True	True			False																																														1.0							1.0																																		enero	cabañas
			Seguimiento a expedientes activos	02-UIAEM-11-2024		1.0						44.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria		1.0			1.0	Familiar		True					False																																														1.0			1.0			1.0	1.0																																	True	enero	cabañas
			Seguimiento a expedientes activos	47-UIAEM-11-2022		1.0						73.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato		1.0			1.0	Familiar		True	True	True			False																																														1.0			1.0			1.0	1.0																																	True	enero	cabañas
			Seguimiento a expedientes activos	37-UIAEM-11-2024		1.0						45.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True					False																																														1.0																																									enero	cabañas
			Seguimiento a expedientes activos	55-UIAEM-11-2024		1.0						38.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True					False																																														1.0																																									enero	cabañas
			Seguimiento a expedientes activos	52-UIAEM-11-2023		1.0						24.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Secundaria	1.0				1.0	Familiar		True	True				False																																														1.0																																									enero	cabañas
			Seguimiento a expedientes activos	91-UIAEM-11-2023		1.0						65.0	Rural	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Ninguna	1.0				1.0	Familiar	True	True	True	True	True		False																																														1.0					1.0		1.0																																		enero	cabañas
			Seguimiento a expedientes activos	01-UIAEM-11-2024		1.0						22.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar		True					False																																														1.0																																									enero	cabañas
			Seguimiento a expedientes activos	39-UIAEM-11-2024		1.0						28.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Bachillerato	1.0					Familiar	True	True					False																																														1.0																																									enero	cabañas
			Seguimiento a expedientes activos	56-UIAEM-11-2024		1.0						45.0	Urbana	Ninguna	HETEROSEXUAL	Otra	Salvadoreña		Primaria	1.0					Familiar		True	True				False																																														1.0					1.0			1.0																																	enero	cabañas
