Fecha de Atención	DISTRITO	PROCEDENCIA	SERVICIOS BRINDADOS	Derivaciones	Casos antiguos	Casos nuevos	Naturaleza/tipologia	Sexo	Edad	Orientación sexual	Discapacidad	Etnia	Nacionalidad	Estado familiar	Nivel educativo	Sexo.1	Edad.1	Orientación sexual.1	Persona con discapacidad	Etnia.1	Nacionalidad.1	Estado familiar.1	Nivel educativo.1	Sexo.2	Edad.2	Orientación sexual.2	Discapacidad.1	PROGRAMACIÓN DE MEDIACIONES	Mediación instalada	Sesiones realizadas por casos mediados	Con acuerdo	Sin acuerdo	Mediaciones suspendidas	Finalización por desición técnica del mediador/a	Convocatoria realizada	Motivos de no realización de la mediación	Desistimiento del solicitante	Instalación de mediación	Seguimiento	Reapertura	Con acuerdo.1	Sin acuerdo.1	Supendidas por	Motivos de no realización de la mediación.1	MONTOS ACORDADOS	EXPEDIENTES FINALIZADOS	mes	pad
					39UMYC4-2025		Patrimonial-->Diferencias en trámites de aceptación de herencia	Hombre	47.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	72.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	N/E					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	febrero	chalatenango
								Mujer	77.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	N/E	Hombre	64.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																								febrero	chalatenango
					40UMYC4-2025		Patrimonial-->Diferencias en trámites de aceptación de herencia	Hombre	58.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	N/E	Mujer	38.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	febrero	chalatenango
								Mujer	85.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	N/E																																febrero	chalatenango
					41UMYC4-2025		Patrimonial-->Reclamación económica	Hombre	71.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	VIUDO/A	N/E	Hombre	47.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	febrero	chalatenango
								Mujer	43.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																																febrero	chalatenango
					42UMYC4-2025		Patrimonial-->Deuda	Hombre	72.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																				2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	febrero	chalatenango
					43UMYC4-2025		Patrimonial-->Arrendamiento (inquilinato)	Mujer	55.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	N/E																				2° Convocatoria	INASISTENCIA DEL CONVOCADO/A										ARCHIVO DEFINITIVO	febrero	chalatenango
					44UMYC4-2205		Patrimonial-->Reclamación económica	Mujer	47.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													2° Convocatoria																			febrero	chalatenango
																																															febrero	chalatenango
					448UMYC4-2024		Niñez y adolescencia-->Régimen de relación y trato	Mujer	54.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO													2° Convocatoria										2° Convocatoria	1.0					INASISTENCIA DEL CONVOCADO/A		ARCHIVO DEFINITIVO	febrero	chalatenango
3/3/2025	NUEVA CONCEPCION	P.G.R.	Ingresos a Mediación			97UMYC4-2025	Niñez y adolescencia-->Cuidado personal	Mujer	46.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA	Mujer	59.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	13.0	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	marzo	chalatenango
3/3/2025	Chalatenango	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Régimen de relación y trato	Mujer	31.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	TÉCNICO																																marzo	chalatenango
3/3/2025	Chalatenango	S/P	Orientaciones/Asesorías				Patrimonial-->Deuda	Mujer	33.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO																																marzo	chalatenango
3/3/2025	DULCE NOMBRE DE MARIA	S/P	Orientaciones/Asesorías				Patrimonial-->Reclamación económica	Hombre	26.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	TÉCNICO																																marzo	chalatenango
3/3/2025	EL PARAISO	S/P	Orientaciones/Asesorías				Patrimonial-->Deuda	Mujer	27.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																marzo	chalatenango
3/3/0225	SANTA RITA	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Régimen de relación y trato	Hombre	41.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																																marzo	chalatenango
3/3/2025	LA REINA	S/P	Ingresos a Mediación			98UMYC4-2025	Niñez y adolescencia-->Cuidado personal	Hombre	24.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	22.0	Heterosexual	Psíquica	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	4.0	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	marzo	chalatenango
3/3/2025	Chalatenango	S/P	Ingresos a Mediación			99UMYC4-2025	Niñez y adolescencia-->Régimen de relación y trato	Hombre	49.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	32.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	5.0	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	marzo	chalatenango
																								Hombre	2.0	Heterosexual	Ninguna																				marzo	chalatenango
4/3/2025	NUEVA CONCEPCION	S/P	Ingresos a Mediación			100UMYC4-2025	Niñez y adolescencia-->Cuidado personal	Hombre	21.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													2° Convocatoria																			marzo	chalatenango
6/3/2025	SAN RAFAEL	S/P	Orientaciones/Asesorías				Contravencional-->Tranquilidad pública	Hombre	66.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	N/E																																marzo	chalatenango
6/3/2025	SAN IGNACIO	F.G.R.	Orientaciones/Asesorías				Patrimonial-->Diferencias en trámites de aceptación de herencia	Hombre	57.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	N/E																																marzo	chalatenango
6/3/2025	SAN IGNACIO	F.G.R.	Ingresos a Mediación			101UMYC4-2025	Patrimonial-->Diferencias en trámites de aceptación de herencia	Hombre	57.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	N/E													2° Convocatoria																			marzo	chalatenango
7/3/2025	LA PALMA	Juzgados	Orientaciones/Asesorías				Niñez y adolescencia-->Cuidado personal	Hombre	33.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																marzo	chalatenango
7/3/2025	LAS VUELTAS	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Régimen de relación y trato	Hombre	34.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																																marzo	chalatenango
7/3/2025	LA PALMA	Juzgados	Ingresos a Mediación			102UMYC4-2025	Niñez y adolescencia-->Régimen de relación y trato	Hombre	33.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	36.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Mujer	13.0	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	marzo	chalatenango
																								Hombre	6.0	Heterosexual	Ninguna																				marzo	chalatenango
7/3/2025	LA LAGUNA	S/P	Ingresos a Mediación			103UMYC4-2025	Niñez y adolescencia-->Régimen de relación y trato	Hombre	34.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA	Mujer	33.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA	Hombre	6.0	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	marzo	chalatenango
10/3/2025	ARCATAO	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Régimen de relación y trato	Mujer	31.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																marzo	chalatenango
10/3/2025	TEJUTLA	S/P	Orientaciones/Asesorías				Niñez y adolescencia-->Cuidado personal	Hombre	32.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																marzo	chalatenango
10/3/2025	ARCATAO	S/P	Reapertura de Mediación		432UMYC4-2024		Niñez y adolescencia-->Régimen de relación y trato	Mujer	31.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	47.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	7.0	Heterosexual	Ninguna											1° Convocatoria	1.0	REVISIÓN Y/O MODIFICACIÓN	DEFINITIVO					ARCHIVO DEFINITIVO	marzo	chalatenango
10/3/2025	AGUA CALIENTE	P.G.R.	Ingresos a Mediación			104UMYC4-2025	Patrimonial-->Reclamación económica	Mujer	53.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	53.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	marzo	chalatenango
11/3/2025	SAN FRANCISCO MORAZAN	S/P	Orientaciones/Asesorías				Familiar-->Relación de pareja	Hombre	27.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																marzo	chalatenango
11/3/2025	Chalatenango	S/P	Orientaciones/Asesorías				Familiar-->Cuidado personal de la persona adulta mayor	Mujer	51.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																																marzo	chalatenango
11/3/2025	SAN FRANCISCO MORAZAN	S/P	Ingresos a Mediación			105UMYC4-2025	Familiar-->Relación de pareja	Mujer	27.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	29.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	marzo	chalatenango
11/3/2025	SAN RAFAEL	S/P	Ingresos a Mediación			106UMYC4-2025	Contravencional-->Tranquilidad pública	Hombre	66.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	N/E	Hombre	42.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$20.00	ARCHIVO DEFINITIVO	marzo	chalatenango
11/3/2025	Chalatenango	S/P	Ingresos a Mediación			107UMYC4-2025	Patrimonial-->Incumplimiento de contrato o de venta	Mujer	73.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	63.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	marzo	chalatenango
																Hombre	46.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																								marzo	chalatenango
12/3/2025	Chalatenango	S/P	Ingresos a Mediación			108UMYC4-2025	Niñez y adolescencia-->Cuidado personal	Mujer	29.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	31.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	8.0	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	marzo	chalatenango
12/3/2025	EL PARAISO	PNC	Ingresos a Mediación			109UMYC4-2025	Patrimonial-->Reclamación económica	Mujer	36.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																				1° Convocatoria		NO DESEA SEGUIR									ARCHIVO DEFINITIVO	marzo	chalatenango
12/3/2025	NUEVA CONCEPCION	S/P	Orientaciones/Asesorías				Patrimonial-->Deuda	Mujer	74.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																marzo	chalatenango
12/3/2025	NUEVA CONCEPCION	S/P	Orientaciones/Asesorías				Patrimonial-->Otros	Hombre	53.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																marzo	chalatenango
12/3/2025	LA PALMA	S/P	Ingresos a Mediación			110UMYC4-2025	Patrimonial-->Diferencias en trámites de aceptación de herencia	Mujer	55.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													2° Convocatoria																			marzo	chalatenango
																																															marzo	chalatenango
12/3/2025	DULCE NOMBRE DE MARIA	Juzgados	Ingresos a Mediación			111UMYC4-2025	Patrimonial-->Deuda	Hombre	37.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	BACHILLERATO													2° Convocatoria																			marzo	chalatenango
13/3/2025	SAN ANTONIO DE LA CRUZ	S/P	Ingresos a Mediación			112UMYC4-2025	Patrimonial-->Reclamación económica	Mujer	45.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	45.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	marzo	chalatenango
13/3/2025	APOPA	S/P	Ingresos a Mediación			113UMYC4-2025	Patrimonial-->Linderos	Mujer	44.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Hombre	58.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO					1° Convocatoria	1° Convocatoria	UNA SESIÓN		1.0														ARCHIVO DEFINITIVO	marzo	chalatenango
								Mujer	39.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																																marzo	chalatenango
13/3/2025	Chalatenango	S/P	Ingresos a Mediación			114UMYC4-2025	Patrimonial-->Reclamación económica	Mujer	65.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	VIUDO/A	UNIVERSITARIO	Mujer	44.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA					1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO														$28,000.00	ARCHIVO DEFINITIVO	marzo	chalatenango
								Hombre	39.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO	Mujer	39.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO																								marzo	chalatenango
13/3/2025	LEMPIRA	S/P	Ingresos a Mediación			115UMYC4-2025	Niñez y adolescencia-->Cuidado personal	Mujer	38.0	Heterosexual	Ninguna	No se identifica	Extranjera	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	30.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	14.0	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	marzo	chalatenango
																Hombre	60.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																								marzo	chalatenango
13/3/2025	EL PARAISO	S/P	Ingresos a Mediación			116UMYC4-2025	Patrimonial-->Reclamación económica	Mujer	55.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			marzo	chalatenango
14/3/2025	Chalatenango	S/P	Orientaciones/Asesorías				Patrimonial-->Diferencias en trámites de aceptación de herencia	Mujer	45.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	TÉCNICO																																marzo	chalatenango
14/3/2025	CITALA	S/P	Ingresos a Mediación			117UMYC4-2025	Convivencia-->Vecinal	Mujer	49.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			marzo	chalatenango
14/3/2025	TEJUTLA	P.G.R.	Ingresos a Mediación			118UMYC4-2025	Niñez y adolescencia-->Cuidado personal	Mujer	35.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO													1° Convocatoria																			marzo	chalatenango
14/3/2025	EL PARAISO	PNC	Ingresos a Mediación			119UMYC4-2025	Convivencia-->Vecinal	Mujer	56.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			marzo	chalatenango
																																															marzo	chalatenango
14/3/2025	CONCEPCION QUEZALTEPEQUE	S/P	Orientaciones/Asesorías				Patrimonial-->Otros	Mujer	37.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA																																marzo	chalatenango
17/3/2025	LA REINA	S/P	Ingresos a Mediación			120UMYC4-2025	Niñez y adolescencia-->Régimen de relación y trato	Mujer	22.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO	Hombre	24.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA	Mujer	4.0	Heterosexual	Ninguna	1° Convocatoria	1° Convocatoria	UNA SESIÓN	DEFINITIVO															ARCHIVO DEFINITIVO	marzo	chalatenango
17/3/2025	COMALAPA	Juzgados	Reapertura de Mediación		332UMYC4-2024		Patrimonial-->Deuda	Hombre	53.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													1° Convocatoria										1° Convocatoria		INCUMPLIMIENTO							marzo	chalatenango
17/3/2025	Chalatenango	S/P	Ingresos a Mediación			121UMYC4-2025	Convivencia-->Vecinal	Mujer	40.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			marzo	chalatenango
																																															marzo	chalatenango
19/3/2025	Chalatenango	S/P	Orientaciones/Asesorías				Convivencia-->Vecinal	Mujer	18.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	BACHILLERATO													1° Convocatoria																			marzo	chalatenango
19/3/2025	Chalatenango	S/P	Reapertura de Mediación		337UMYC4-2024		Niñez y adolescencia-->Régimen de relación y trato	Mujer	31.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA													1° Convocatoria										1° Convocatoria		INCUMPLIMIENTO							marzo	chalatenango
19/3/2025	CONCEPCION QUEZALTEPEQUE	S/P	Ingresos a Mediación			122UMYC4-2025	Patrimonial-->Incumplimiento de contrato o de venta	Hombre	52.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			marzo	chalatenango
19/3/2025	CONCEPCION QUEZALTEPEQUE	S/P	Ingresos a Mediación			123UMYC4-2025	Patrimonial-->Incumplimiento de contrato o de venta	Hombre	79.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	N/E													1° Convocatoria																			marzo	chalatenango
20/3/2025	CONCEPCION QUEZALTEPEQUE	S/P	Orientaciones/Asesorías				Patrimonial-->Servidumbre	Hombre	69.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																																marzo	chalatenango
20/3/2025	CONCEPCION QUEZALTEPEQUE	S/P	Orientaciones/Asesorías				Patrimonial-->Servidumbre	Mujer	66.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																																marzo	chalatenango
20/3/2025	SANTA RITA	S/P	Ingresos a Mediación			124UMYC4-2025	Patrimonial-->Diferencias en trámites de aceptación de herencia	Mujer	71.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			marzo	chalatenango
20/3/2025	EL PARAISO	S/P	Ingresos a Mediación			125UMYC4-2025	Patrimonial-->Reclamación económica	Hombre	46.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	EDUCACIÓN BÁSICA													1° Convocatoria																			marzo	chalatenango
20/3/2025	SAN IGNACIO	S/P	Ingresos a Mediación			126UMYC4-2025	Niñez y adolescencia-->Régimen de relación y trato	Hombre	48.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	UNIVERSITARIO													2° Convocatoria																			marzo	chalatenango
21/3/2025	Chalatenango	F.G.R.	Orientaciones/Asesorías				Patrimonial-->Deuda	Mujer	65.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	SOLTERO/A	N/E																																marzo	chalatenango
21/3/2025	ARCATAO	S/P	Orientaciones/Asesorías				Familiar-->Otros	Hombre	51.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	N/E																																marzo	chalatenango
21/3/2025	POTONICO	S/P	Orientaciones/Asesorías				Patrimonial-->Otros	Mujer	73.0	Heterosexual	Ninguna	No se identifica	Salvadoreña	CASADO/A	EDUCACIÓN BÁSICA																																marzo	chalatenango
